id	name	description	type
ProspeAi	Prospe AI	Prospe uses AI to find decision-makers in your target area and integrates them into your email campaigns, saving you hours.	AI Sales Tools
Protonmail	Protonmail	ProtonMail is an end-to-end encrypted email service. ProtonMail uses client-side encryption to protect email contents and user data before they are sent to ProtonMail servers.	Email
Provenexpert	ProvenExpert	ProvenExpert automates customer surveys, generates unique survey links, and tracks metrics for insightful business feedback.	Reviews
Providing integrations to some popular application for easy one click verification of emails.	xemailverify	Email	AI Tool
Proxiedmail	ProxiedMail	ProxiedMail provides creating email addresses, forwarding and receiving emails with full context.	Email
Pulsedesk	PulseDesk	Pulsedesk is a helpdesk system with multiple communication options. It lets you automate workflows, analyze and improve the performance of your team.	Customer Support
Pulseem	Pulseem	Pulseem is a marketing platform that helps you automate your marketing processes. It allows you to send Email, SMS, MMS, Push Notifications and create stunning Landing Pages.	Marketing Automation
Pupsai	Pupsai	Pupsai Platform allows you to provide Consistent 24/7 Customer Care, Marketing and Sales	CRM (Customer Relationship Management)
Qbyte.ai	QByte.ai	QByte.ai is a maintenance management platform that automates workflows, manages work orders, and tracks asset health to optimize maintenance operations.	Task Management
Qntrl	Qntrl	Qntrl is a business orchestration platform to design, automate, and analyze all your business processes. From everyday workflows to complex activities, Qntrl lets you plan every detail and track the progress of tasks as they move through your team.	Project Management
QooqieLeads	Qooqie Leads	Qooqie Leads automates lead tracking and follow-ups, reducing lead leakage and boosting sales.	Marketing Automation
Qualetics	Qualetics	Qualetics is a real time streaming intelligence platform providing you AI driven insights in an access controlled SaaS platform.	Analytics
Qualyon	Qualyon	Qualyon is an email automation platform which uses GPT technology to manage customer interactions & automate email responses.	CRM (Customer Relationship Management)
Questionstar	QUESTIONSTAR	QUESTIONSTAR is a powerful web service for conducting professional online surveys in all business sectors.	Analytics
Quickemailverification	QuickEmailVerification	QuickEmailVerification verifies emails in real-time at the entry point and prevents unreachable and low-quality emails from getting into your lists.	Email
Quickmail	QuickMail	Grow your business fast with personalized cold emails at scale.	Drip Emails
Quickreply.ai	QuickReply.ai	QuickReply.ai is a WhatsApp marketing platform, with Team Inbox, Chatbots, bulk messaging and automated campaigns.	Notifications
Quicktable	QuickTable	QuickTable is a visual data modeling tool that lets everyone clean and transforms data without writing code. Using QuickTable helps reduce the time it takes to prepare data for analytics and modeling by up to 70 percent compared to traditional ways.	Analytics
Quidget	Quidget	Quidget is a no-code AI Agent platform designed to help businesses automate frontline support, sales, and internal processes.	Customer Support
Quipu	Quipu	Quipu is an accounting app that makes accounting for small businesses and freelancers easier, automated and paperless.	Accounting
Quizify	Quizify	Quizify is an AI-powered quiz, form, and survey builder to collect leads, engage users, segment users, and automate marketing workflows.	Forms & Surveys
QuoraLeadGenForms	Quora Lead Gen Forms	Quora Lead Gen Forms help businesses and Quora users exchange valuable information with each other through pre-filled forms.	Analytics
Quriobot	Quriobot	A new way of asking for feedback while creating a better experience for everyone involved	Customer Support
Radio.co	Radio.co	Create your own radio station with Radio.co. Automate your schedule, broadcast live, and track listeners in no time.	Video & Audio
Raia	raia	raia is an AI agent platform that automates customer service interactions and helps businesses engage with customers.	AI Assistants
Raidlog	RAIDLOG	RAIDLOG is a project management app that enables you to create, update, and monitor RAID items (Risks, Actions, Issues, Decisions) and projects.	Project Management
Railer.com	Railer.com	Railer.com is a Mobile Face Recognition Attendance and Shift Management Platform. Powerful features such as smart attendance detection, daily timesheet, QR Code, geolocation, real-time sensor based people tracking, roster, reporting and much more.	Time Tracking Software
Raisely	Raisely	Raisely is an online fundraising platform to help charities raise money online and nurture their supporters.	Fundraising
Rangeflow	RangeFlow	Automate your email outreach without stepping out of your favorite apps — Google Sheets and Gmail!​	Marketing Automation
RankifyAi	Rankify AI	Integrate with Rankify AI to publish posts and bundle articles	Marketing Automation
Rapidtextai	RapidTextAI	RapidTextAI generates text using AI.	AI Assistants
RapIndex	RAP Index	RAP Index uncovers valuable, actionable data on your stakeholders, their relationships with key policy makers and their advocacy potential.	Analytics
Rargus	Rargus	Rargus translates customer feedback into actionable insights so you can build products customers love.	Analytics
RavenTools	Raven Tools	Raven Tools helps your fowl SEO skills.	Analytics
Reachdesk	Reachdesk	Reachdesk automates personalized direct mail and e-gifting.	Sales & CRM
Reachmail	ReachMail	ReachMail is an Email Service Provider (ESP) that offers tools for managing and delivering marketing and transactional email messages.	Email Newsletters
ReadAi	Read AI	Read AI is a leading productivity tool that makes work easy with meeting summaries and transcripts, search, and recommendations across platforms.	AI Meeting Assistants
Realmail	RealMail	RealMail is the friendly, customizable, and accurate email validation with minimal dev implementation and real-time configuration.	Email
Realscout	RealScout	RealScout is a collaborative listing alert platform that delivers automated, high-performing listing alerts to your clients based on their unique home search preferences.	CRM (Customer Relationship Management)
RealtyAi	Realty AI	Realty AI is a real estate chatbot company which help users generate leads from their website traffic.	AI Assistants
Rebump	Rebump	Rebump is a Gmail extension that automates email follow-up.	Email
Recallai	Recallai	Recallai is a unified API for meeting bots that makes it easy for developers to access and process meeting data	AI Assistants
ReceiptBot	Receipt Bot	Receipt Bot is a data entry automation tool designed for accountants and bookkeepers to extract key information from invoices, receipts, and bank statements.	Accounting
Receptionist	The Receptionist	The Receptionist helps streamline office entrance areas and automates the job of connecting visitors to the people they are there to see.	Devices
ReclaimAi	Reclaim AI	Reclaim AI is a smart calendar assistant that uses AI to automatically schedule tasks, habits, and meetings to optimize your time.	AI Assistants
Recruitapp.ai	RecruitApp.ai	RecruitApp.ai helps public safety organizations simplify hiring by automating tasks, managing applications, and tracking event attendance.	HR Talent & Recruitment
Recurpay	Recurpay	Recurpay is a versatile and powerful plugin designed to streamline and automate subscription management for your online store.	eCommerce
